Unique ID;Brand Name;Model Name;Model Number;Type;U  Processor Brand;U  Processor Name;U  Operating System Name;U  Base Processor Speed Per Core (GHz);U  Physical CPU Cores (count);U  System Memory (GB);WLAN Capability;Ethernet Capability?;Bluetooth Capability;Bluetooth Capability__1;U  Gigabit Ethernet Ports (count);U  Installed System Memory RAM (GB);U  Integrated Display Resolution (megapixels);U  Integrated Display Viewable Screen Area (sq in);U  Number of Storage Drives;;U  Storage Technology
2325847;Fujitsu;ESPRIMO D538;ESPRIMO D538/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;32;No;Yes;No;No;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325846;Fujitsu;ESPRIMO D738;ESPRIMO D738/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;64;No;Yes;No;No;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325698;Fujitsu;ESPRIMO D958;ESPRIMO D958/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325044;Lenovo;Lenovo V530-15ARR Desktop;10V3;Desktop;AMD;A12-9800;NA;3,8;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;NA
2324759;COMPUMAX;Draco Desktop Series;DRACO-CI7-0001;Desktop;Intel;Core i7;Windows 10;3,2;6;32;No;Yes;No;No;1;32;NA;NA;1;Conventional;Hard Disk Drive
2324723;Fujitsu;ESPRIMO K558/24;ESPRIMO K558/24;Integrated Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;2,07;242,04;2;Conventional;Solid State Drive,Hard Disk Drive
2324720;Transource;MIRAGE;B1800M;Desktop;Intel;Core i5;Windows 10;2,8;6;8;No;Yes;No;No;1;8;NA;NA;1;Conventional;Hard Disk Drive
2324599;SiComputer;Productiva Quadro;Q1.*#.##.##*;Desktop;Intel;Core i5;Windows 10;1,7;6;16;No;Yes;No;No;1;16;NA;NA;1;Conventional;Solid State Drive
2324598;SiComputer;Productiva XS;X*.*#.##.##*;Desktop;Intel;Core i5;Windows 10;2,8;6;16;No;Yes;No;No;1;16;NA;NA;1;Conventional;Hard Disk Drive
2324509;Transource;SCORCH;SCO-850;Desktop;Intel;Core i7;Windows 10;3,2;6;8;Yes;Yes;No;No;1;8;NA;NA;1;Conventional;Hard Disk Drive
2323988;Intel;Next Unit of Computing;NUC8i7HNKQC;Desktop;Intel;Core i7;Windows 10;3,1;4;16;Yes;Yes;Yes;Yes;2;16;NA;NA;1;Conventional;Solid State Drive
2323434;Lenovo;ThinkCentre M710e;10UQ;Desktop;Intel;I5-7400;Windows 10;3;4;32;Yes;Yes;Yes;Yes;0;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2323230;PCSMART;AIOGOBAM2418-Series;AIOGOBAM2418-A;Integrated Desktop;AMD;Ryzen 5;Windows 10;3,6;4;32;Yes;Yes;No;No;1;32;NA;NA;1;Conventional;Hard Disk Drive
2322880;HP;HP ENVY 27 All-in-One PC;27-b;Integrated Desktop;Intel;Core i5;Windows 10;2,4;4;16;No;Yes;Yes;Yes;1;16;8,29;310,47;2;Conventional;Solid State Drive,Hard Disk Drive
2322879;HP;HP ENVY 34 Curved All-in-One PC;34-b;Integrated Desktop;Intel;Core i5;Windows 10;2,4;4;16;No;Yes;Yes;Yes;1;16;4,95;415,05;2;Conventional;Solid State Drive,Hard Disk Drive
2322234;Lenovo;ThinkStation P320 Tiny;30C1;Desktop;Intel;i7-6700T;Windows 10;2,8;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2322231;Lenovo;Lenovo V410z;10QV;Integrated Desktop;Intel;i7-7700T;Windows 10;2,9;4;32;Yes;Yes;Yes;Yes;1;32;2,07;204,25;1;Conventional;Hard Disk Drive
2322229;Lenovo;ThinkCentre M910z;10NR;Integrated Desktop;Intel;i7-7700;NA;3,6;4;32;Yes;Yes;Yes;Yes;1;32;2,07;244,12;2;Conventional;NA
2322227;Lenovo;ideacentre AIO 730S-24IKB;F0DX;Integrated Desktop;Intel;Core i7;Windows 10;1,8;4;16;Yes;Yes;No;No;1;16;2,07;249,6;2;Conventional;Solid State Drive,Hard Disk Drive
2321079;Lenovo;ThinkCentre M920z;10S6;Integrated Desktop;Intel;i7-8700;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2321012;HP;HP EliteDesk 705 G4 SFF ();EliteDesk 705 G4 SFF;Desktop;AMD;PRO A10-9700 R7;Windows 10;3,5;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2321011;HP;HP ProDesk 400 G5 SFF ();ProDesk 400 G5 SFF;Desktop;Intel;Core i5;Windows 10;3,1;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2321010;HP;HP ProDesk 600 G4 SFF ();ProDesk 600 G4 SFF;Desktop;Intel;Core i5;Windows 10;3,1;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2320957;COMPUMAX;Saturno Series;SATURNO-RZ5-0001;Integrated Desktop;AMD;Ryzen 5;Windows 10;3,6;4;32;No;Yes;No;No;1;32;2,07;225;1;Conventional;Hard Disk Drive
2320946;COMPUMAX;Draco Desktop Series;DRACO-RZ5-0001;Desktop;AMD;Ryzen 5;Windows 10;3,6;4;32;No;Yes;No;No;1;32;NA;NA;1;Conventional;Hard Disk Drive
2320762;Lenovo;ThinkCentre M920x;10S0;Desktop;Intel;I7-8700;NA;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2320761;Lenovo;ThinkCentre M920q;10RR;Desktop;Intel;i5-8400T;NA;1,7;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2320542;Lenovo;ThinkCentre M720q;10T7;Desktop;Intel;i5-8400T;Windows 10;1,7;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2320529;Lenovo;ThinkCentre M715q;10M2;Desktop;AMD;A12-9800E;Windows 10;3,1;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;Hard Disk Drive
2319914;Lenovo;Lenovo V530-22ICB AIO;10US;Integrated Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;2,07;197,52;2;Conventional;Solid State Drive,Hard Disk Drive
2319892;Lenovo;Lenovo V530-24ICB AIO;10UW;Integrated Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;2,07;242,04;2;Conventional;Solid State Drive,Hard Disk Drive
2319891;Lenovo;ideacentre AIO 520-24ARR;F0DN;Integrated Desktop;AMD;A10-9700E;Windows 10;3;4;16;Yes;Yes;Yes;Yes;1;16;2,07;242,04;2;Conventional;Solid State Drive,Hard Disk Drive
2319723;Lenovo;ideacentre 510S-07ICB;90K8;Desktop;Intel;Core i7;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2319722;Lenovo;Lenovo V530S-07ICB Desktop;10TX;Desktop;Intel;Core i7;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2330806;Lenovo;ThinkCentre M710s;10M7;Desktop;Intel;G4400;NA;3,3;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330786;Lenovo;ThinkCentre M710t;10M9;Desktop;Intel;G4400;NA;3,3;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330785;Lenovo;ThinkCentre M715s;10MB;Desktop;AMD;A6-8570;NA;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330779;Lenovo;ThinkCentre M715t;10MD;Desktop;AMD;A6-8570;NA;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330655;HP;HP ProDesk 400 G4 MT Business PC ();ProDesk 400 G4 MT Business PC;Desktop;Intel;Core i3;Windows 10;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2330653;Acer;D17W6;Aspire XC-330G;Desktop;AMD;A9-9420;Windows 10;3;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2330571;Acer;D17W5;Aspire TC-330G;Desktop;AMD;A9-9420;Windows 10;3;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;NA
2330570;DELL;D13S;Inspiron 3470;Desktop;Intel;G5400;Ubuntu;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2330569;DELL;D19M;Inspiron 3668;Desktop;Intel;G4560;Ubuntu;3,5;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Hard Disk Drive
2330568;DELL;D19M;Inspiron 3670;Desktop;Intel;G5400;Ubuntu;3,7;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Hard Disk Drive
2330567;DELL;D19M;ChengMing 3980 Tower;Desktop;Intel;G5400;Ubuntu;3,7;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Hard Disk Drive
2330566;DELL;D18M;OptiPlex XE3 Tower;Desktop;Intel;G5500;Unbutu;3,8;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330565;DELL;D18M;OptiPlex 7050 Tower;Desktop;Intel;G4400;Windows 10;3,3;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330564;DELL;D18M;OptiPlex 3050 Tower;Desktop;Intel;G4400;Windows 10;3,3;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330563;DELL;D13S;Vostro 3267;Desktop;Intel;G4400;Ubuntu;3,3;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2330251;DELL;D24M;XPS 8910;Desktop;Intel;Core i3-6100;Windows 10;3,7;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330100;DELL;D11S;OptiPlex 7060 SFF;Desktop;Intel;G4900;NA;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330098;Lenovo;ideacentre 310S-08ASR;90G9;Desktop;AMD;E2-9030;NA;2;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;NA
2329890;Lenovo;ThinkCentre M910x;10MY;Desktop;Intel;G4400T;NA;2,9;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2329880;HP;HP ProDesk 600 G4 MT;;Desktop;Intel;NA;NA;3,9;2;64;Yes;Yes;No;No;1;64;NA;NA;3;Conventional;NA
2329509;DELL;D24M;Precision 3630 Tower;Desktop;Intel;Pentium;Windows 10;3,7;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2329414;DELL;D11S;OptiPlex 3050 SFF;Desktop;Intel;i3-6100;NA;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2329413;DELL;D11S;OptiPlex 5055 SFF;Desktop;AMD;A6-9500;NA;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2329412;DELL;D18M;OptiPlex 5055 Tower;Desktop;AMD;A6-9500;NA;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2329411;DELL;D07S;OptiPlex XE2 SFF;Desktop;Intel;NA;NA;2;4;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;NA
2329410;DELL;D13M;OptiPlex XE2 MT;Desktop;Intel;i7-4765T;NA;2;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2329319;HP;HP EliteDesk 705 G3 MT Business PC ();EliteDesk 705 G3 MT Business PC;Desktop;AMD;A6-9500;Windows 10;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Full Capability;Hard Disk Drive
2329317;HP;HP Z238 Microtower Workstation ;Z238;Desktop;Intel;Core i3;Windows 7;3,7;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;NA;Hard Disk Drive
2329315;HP;HP EliteDesk 705 G3 SFF Business PC ();EliteDesk 705 G3 SFF Business PC;Desktop;AMD;A6-9500;Windows 10;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Hard Disk Drive
2329314;HP;HP ProDesk 600 G3 MT Business PC ();ProDesk 600 G3 MT Business PC;Desktop;NA;Core i3;Windows 10;3,7;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Hard Disk Drive
2329235;HP;HP RP5 Retail System, Model 5810 ();HP RP5 Retail System, Model 5810;Desktop;Intel;Celeron;Windows 8;2,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2329234;HP;HP ProDesk 600 G3 PCI MT Business PC ();ProDesk 600 G3 PCI MT Business PC;Desktop;Intel;Core i3;Windows 10;3,7;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Hard Disk Drive
2329229;HP;HP ProDesk 600 G3 SFF Business PC ();ProDesk 600 G3 SFF Business PC;Desktop;Intel;Pentium;Windows 10;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329227;HP;HP 280 G3 MT Business PC ();280 G3 MT Business PC;Desktop;Intel;Pentium;Windows 10;2,9;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2329221;Acer;D18W6;Veriton Z4660G;Integrated Desktop;Intel;G5600;Windows 10;3,9;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329143;HP;HP EliteOne 800 G3 23.8-in Touch GPU All-in-One PC ();EliteOne 800 G3 23.8-in Touch GPU All-in-One PC;Integrated Desktop;Intel;Pentium;Windows 10;3,5;2;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;4;Conventional;Solid State Drive,Hard Disk Drive
2329136;HP;HP Pavilion Desktop 570 ();570-p;Desktop;Intel;G3930T;Windows 10;2,7;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329135;HP;HP Slimline Desktop PC 270 ();270-p;Desktop;Intel;G3930T;Windows 10;2,7;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329132;HP;HP Slim Desktop PC 290 ();290-p;Desktop;Intel;G4900;Windows 10;3,1;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329131;HP;HP Pavilion Desktop PC 590 ();590-p;Desktop;AMD;PRO A6-9500;Windows 10;3,5;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;NA;Conventional;Solid State Drive,Hard Disk Drive
2329130;Acer;D18W4;VEX2620G;Desktop;Intel;J5005;Windows 10;1,5;4;8;Yes;Yes;No;No;NA;8;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328977;HP;HP Pavilion Desktop 510 ();510-p;Desktop;Intel;i5-6400T;Windows 10;2,2;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;Hard Disk Drive
2328975;HP;HP Desktop Pro G2 ();Desktop Pro G2;Desktop;Intel;Celeron G5400;Windows 10;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328973;HP;HP Desktop PC 190 ;190;Desktop;AMD;Ryzen 3;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328971;HP;HP Desktop Pro A G2 ();Desktop Pro A G2;Desktop;AMD;Ryzen 3;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328964;Acer;Aspire TC-885G;TC-885G;Desktop;Intel;Celeron G4900;Windows 10;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328926;HP;HP EliteDesk 800 G3 TWR Business PC ();EliteDesk 800 G3 TWR Business PC;Desktop;Intel;Core i3;Windows 10;3,7;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Hard Disk Drive
2328925;HP;HP EliteDesk 800 G3 SFF Business PC ();EliteDesk 800 G3 SFF Business PC;Desktop;Intel;Core i3;Windows 10;3,7;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Hard Disk Drive
2328659;Acer;D18E1;Veriton S6660G;Desktop;Intel;Celeron G4900;Windows 10;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328652;Acer;VM5E1;VM4660G;Desktop;Intel;Celeron G4900;Windows 10;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;5;Conventional;Solid State Drive,Hard Disk Drive
2328483;DELL;D11S;Dell Precision Tower 3420;Desktop;Intel;Pentium;NA;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2328463;Lenovo;ideacentre 510S-15IKL;90GB;Desktop;Intel;G4560;NA;3,5;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2328462;Lenovo;ideacentre 510A-15IKL;90GV;Desktop;Intel;G4560;NA;3,5;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2328457;Lenovo;ideacentre 510-15IKL;90G8;Desktop;Intel;G4560;NA;3,5;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2328374;HP;HP EliteOne 800 G4 23.8-in Touch GPU All-in-One PC ();EliteOne 800 G4 23.8-in Touch GPU All-in-One PC;Integrated Desktop;IBM;Pentium Gold G5600;Windows 10;3,9;2;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2328266;HP;HP ProDesk 400 G5 MT ();ProDesk 400 G5 MT;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328264;HP;HP ProDesk 600 G4 PCI MT ();ProDesk 600 G4 PCI MT;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;No;No;NA;NA;NA;NA;NA;NA;NA
2328225;HP;HP ProDesk 600 G4 MT ();ProDesk 600 G4 MT;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;No;No;NA;NA;NA;NA;NA;NA;NA
2328223;HP;HP Z2 Mini G3 Workstation ;Z2 Mini G3;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328222;HP;HP EliteDesk 705 G4 MT ();EliteDesk 705 G4 MT;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328220;HP;HP EliteDesk 800 G4 SFF();EliteDesk 800 G4 SFF;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328214;Acer;D18W1;Veriton S2660G;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328212;HP;HP EliteDesk 800 G4 TWR ();EliteDesk 800 G4 TWR;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;No;No;NA;NA;NA;NA;NA;NA;NA
2328195;HP;HP Engage Flex Pro-C ();Engage Flex Pro-C;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328157;HP;HP Engage Flex Pro ();Engage Flex Pro;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328023;Acer;D18W3;Veriton N6660G;Desktop;Intel;G5500T;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive,Other
2328005;Lenovo;ThinkCentre M725s;10VT;Desktop;AMD;A6-9500;NA;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2328004;Lenovo;Lenovo V530-15ICB Desktop;10TV;Desktop;Intel;G5400;NA;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2328003;Lenovo;ideacentre 510A-15ARR;90J0;Desktop;AMD;A6-9500;NA;3,5;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2328001;Lenovo;ideacentre 720-18ICB;90HT;Desktop;Intel;G5400;NA;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2,33E+06;Lenovo;ideacentre 510A-15ICB;90HV;Desktop;Intel;G5400;NA;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2327999;Lenovo;ThinkCentre M920s;10SJ;Desktop;Intel;G4900;NA;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327998;Lenovo;ThinkCentre M920t;10SF;Desktop;Intel;G4900;NA;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327997;Lenovo;ThinkCentre M720s;10ST;Desktop;Intel;G4900;NA;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327993;Lenovo;ThinkCentre M720t;10SQ;Desktop;Intel;G4900;NA;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2326493;Lenovo;ThinkCentre M910t;10MM;Desktop;Intel;Core i3;Windows 10;3,7;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2326492;Lenovo;ThinkCentre M910s;10MK;Desktop;Intel;Core i3;Windows 10;3,7;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2326491;Lenovo;Lenovo V520S-08IKL Desktop;10NM;Desktop;Intel;Pentium;Windows 10;3,3;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2326490;Lenovo;Lenovo V520-15IKL Desktop;10NK;Desktop;Intel;Pentium;Windows 10;3,3;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2325911;Fujitsu;ESPRIMO P958;ESPRIMO P958/E85+;Desktop;Intel;Pentium;Windows 10;3,9;2;64;Yes;Yes;Yes;Yes;2;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2325885;Fujitsu;ESPRIMO P758;ESPRIMO P758/E85+;Desktop;Intel;Pentium;Windows 10;3,9;2;64;No;Yes;No;No;2;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2325884;Fujitsu;ESPRIMO P558;ESPRIMO P558/E85+;Desktop;Intel;Pentium;Windows 10;3,9;2;32;No;Yes;No;No;2;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325847;Fujitsu;ESPRIMO D538;ESPRIMO D538/E85+;Desktop;Intel;Pentium;Windows 10;3,9;2;32;No;Yes;No;No;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325846;Fujitsu;ESPRIMO D738;ESPRIMO D738/E85+;Desktop;Intel;Pentium;Windows 10;3,9;2;64;No;Yes;No;No;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325698;Fujitsu;ESPRIMO D958;ESPRIMO D958/E85+;Desktop;Intel;Pentium;Windows 10;3,9;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325044;Lenovo;Lenovo V530-15ARR Desktop;10V3;Desktop;AMD;A6-9500;NA;3,5;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;NA
2324760;Intel;Next Unit of Computing;NUC8i3CYSM;Desktop;Intel;Core i3;Windows 10;2,2;2;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;Hard Disk Drive
2324509;Transource;SCORCH;SCO-850;Desktop;Intel;Celeron;Windows 10;3,1;2;8;Yes;Yes;No;No;1;8;NA;NA;1;Conventional;Hard Disk Drive
2323434;Lenovo;ThinkCentre M710e;10UQ;Desktop;Intel;I3-6100;Windows 10;3,7;2;32;Yes;Yes;Yes;Yes;0;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2322470;HP;OMEN by HP Desktop PC 880 ();880;Desktop;Intel;Core i3;Windows 10;3,9;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2322234;Lenovo;ThinkStation P320 Tiny;30C1;Desktop;Intel;G3900T;Windows 10;2,6;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2322231;Lenovo;Lenovo V410z;10QV;Integrated Desktop;Intel;i3-7100T;Windows 10;3,4;2;32;Yes;Yes;Yes;Yes;1;32;2,07;204,25;1;Conventional;Hard Disk Drive
2322230;Lenovo;ThinkCentre M818z;10R9;Integrated Desktop;Intel;i3-7300;Windows 10;4;2;32;Yes;Yes;Yes;Yes;1;32;2,07;244,12;1;Conventional;Hard Disk Drive
2322229;Lenovo;ThinkCentre M910z;10NR;Integrated Desktop;Intel;G4400;NA;3,3;2;32;Yes;Yes;Yes;Yes;1;32;2,07;244,12;2;Conventional;NA
2321224;Lenovo;Lenovo V330-15IGM;10TS;Desktop;Intel;J4105;Windows 10;1,5;4;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;Hard Disk Drive
2321223;Lenovo;ideacentre 310S-08IGM;90HX;Desktop;Intel;J4105;Windows 10;1,5;4;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;Hard Disk Drive
2321079;Lenovo;ThinkCentre M920z;10S6;Integrated Desktop;Intel;G5600;Windows 10;3,9;2;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2321012;HP;HP EliteDesk 705 G4 SFF ();EliteDesk 705 G4 SFF;Desktop;AMD;PRO A6-9500 R5;Windows 10;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2321011;HP;HP ProDesk 400 G5 SFF ();ProDesk 400 G5 SFF;Desktop;Intel;Celeron;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2321010;HP;HP ProDesk 600 G4 SFF ();ProDesk 600 G4 SFF;Desktop;Intel;Celeron;Windows 10;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2320762;Lenovo;ThinkCentre M920x;10S0;Desktop;Intel;G5500T;NA;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
